[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣無法大罷工，因人民愚昧自私-[Author]enel1111 (私法制裁者)[Date]Mon Jul  6 22-07-12.txt[reson]time data u'Mon Jul  6 22:07:12' does not match format '%a %b %d %H:%M:%S %Y'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣的低薪現象還有得救嗎-[Author]freeunixer (離自相空她相)[Date]Mon Jul  6 00-18-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 張艾嘉正在哪邊-[Author]Charlie5566 (白石(⊙)(⊙)❺❺❻❻)[Date]Sat Apr  4 21-25-36 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 112: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有哪些名人是大屌人啊？[Author]geofrania (三葉蟲)[Date]Fri Apr  3 23-44-11 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有坂井泉水的八卦嗎-[Author]jason050117 (犄角)[Date]Sat Apr  4 23-19-43 2015.txt[reson]'cp950' codec can't encode character u'\u5742' in position 76: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有村千佳哪一部最好看？[Author]B0988698088 (廢文少女小円♥)[Date]Fri Apr  3 23-21-25 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 112: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有ASUS把台灣人當白老鼠的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sat Apr  4 17-54-04 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 111: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有品行差但能力強通常都是主角的八卦[Author]ckk007 (~_~-ﴩ[Date]Sat Apr  4 20-19-19 2015.txt[reson]'cp950' codec can't encode character u'\ufd29' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有四月四號血月的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sat Apr  4 19-27-22 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 110: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有國士無雙麵的八卦？[Author]CatZ (Catz Huang)[Date]Sat Apr  4 19-56-01 2015.txt[reson]time data u'2015/04/04 20' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有宅宅怎改造會看來不像宅宅的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Fri Apr  3 19-25-49 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 124: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有既得利益者的八卦？(灑花[Author]B0988698088 (廢文少女小円♥)[Date]Sat Apr  4 19-03-54 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 116: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有月球的八卦-[Author]sopi ()[Date]Sat Apr  4 20-30-18 2015.txt[reson]time data u'2015/\u653f\u9ed1 #1KU98USY' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有李蒨蓉需要跟社會大眾道歉的八卦[Author]online1589 (JC)[Date]Fri Apr  3 00-32-34 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有林友樹的八卦--[Author]KingKingCold (お元気ですか-私元気です)[Date]Sat Apr  4 22-59-27 2015.txt[reson]'cp950' codec can't encode character u'\u6c17' in position 110: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有校花校草到底是怎麼產生的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sat Apr  4 11-53-38 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 123: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有根本沒有人真的放四天的八卦-[Author]sopi ()[Date]Fri Apr  3 23-03-22 2015.txt[reson]time data u'2015/\u653f\u9ed1 #1KU98USY' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有正妹的朋友也是正妹的機率很高的八[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri Apr  3 11-50-06 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 116: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有油熊的八卦？[Author]hazel0093 (heart-work.info)[Date]Sat Apr  4 00-58-35 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有法官很少被記者堵的八卦-[Author]scarface (（-ゝω・）綺羅星☆)[Date]Sat Apr  4 21-55-01 2015.txt[reson]'cp950' codec can't encode character u'\u30fb' in position 112: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有燒餅該夾什麼最好吃的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sat Apr  4 04-16-27 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有真心覺得我是外國人的菜的八卦[Author]perhapsmaid (Xx屮嗆屌a乂憨氵交葆蓓卍)[Date]Sat Apr  4 21-32-48 2015.txt[reson]'cp950' codec can't encode character u'\u6c35' in position 121: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有要到賴之後要怎麼跟正妹聊天的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sat Apr  4 21-00-33 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 125: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有記者突然邏輯變很好的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri Apr  3 15-18-49 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有軍紀歌的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sat Apr  4 11-52-54 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 102: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有沒有鮟鱇魚料理的八卦？[Author]gj942l41l4 (魯魯)[Date]Fri Apr  3 01-37-27 2015.txt[reson]'cp950' codec can't encode character u'\u9b9f' in position 78: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 有關1999怎樣才會有效的方式[Author]godgila (godgila￾)[Date]Sat Apr  4 10-24-01 2015.txt[reson]'cp950' codec can't encode character u'\ufffe' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 李蒨蓉會被抓去關嗎？[Author]LEOIEIRI (凛として花一輪)[Date]Fri Apr  3 15-44-45 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 103: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 東南苦行山[Author]Charlie5566 (白石(⊙)(⊙)❺❺❻❻)[Date]Sat Apr  4 17-03-34 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 109: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 沒啥聯絡的同學突然找我吃飯該怎麽辦[Author]ayasesayuki (綾瀨紗雪)[Date]Fri Apr  3 14-48-59 2015.txt[reson]'cp950' codec can't encode character u'\u9ebd' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 没有我也許是種解脫[Author]DELETE001 (板橋的山下智久)[Date]Sat Apr  4 03-30-35 2015.txt[reson]'cp950' codec can't encode character u'\u6ca1' in position 75: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 清明節沒人一起過怎麼辦-[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Fri Apr  3 15-43-18 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 106: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 清明連假魯宅都陪女友去哪？[Author]n1lk5g2 (傑先生™)[Date]Fri Apr  3 14-27-49 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 108: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 瓷器ㄋ- 應充ㄋ- 14號球員ㄋ- [Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Fri Apr  3 11-37-31 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 112: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 肥希真的很肥嗎-[Author]vaporfang (エリチカ おうちに帰る!)[Date]Sun Apr  5 01-18-40 2015.txt[reson]'cp950' codec can't encode character u'\u5e30' in position 111: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 花蓮塩寮去那玩的掛[Author]skyproud327 (key普朗尼)[Date]Sat Apr  4 19-41-11 2015.txt[reson]'cp950' codec can't encode character u'\u5869' in position 77: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 荷葉跟荷花拿來包麵團？[Author]n1lk5g2 (傑先生™)[Date]Sat Apr  4 19-19-56 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 106: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 軍方早跟李蒨蓉說勿po臉書李卻不聽的心態[Author]hk416 (東吳洨魯哥 ☜(￣▽￣☜)[Date]Sun Apr  5 00-05-25 2015.txt[reson]'cp950' codec can't encode character u'\u261c' in position 116: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 遇到上了年級卻自以為的女人該怎麼辦？[Author]kyonko (運氣)[Date]Fri Apr  3 20-29-11 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦] 錢夫人 真的很有錢嗎-[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Sun Apr  5 00-27-42 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 105: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][問卦]哪些是鄉民喜歡聽的言論？？[Author]lobfo (牛耳)[Date]Sat Apr  4 16-44-02 2015.txt[reson]time data u'2015/04/04 16:' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][徵求]3-26 22-20五福路和文武二街的行車記錄器[Author]misaoka (  蝪蝧ﾎ)[Date]Sun Apr  5 00-48-15 2015.txt[reson]'cp950' codec can't encode character u'\uff8e' in position 119: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 【有點難】正妹2萬讚就全裸　要酸民加把[Author]sopi ()[Date]Fri Apr  3 01-16-58 2015.txt[reson]time data u'2015/\u653f\u9ed1 #1KU98USY' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 亞投行爭議 中研院士-若柯P決策[Author]happinessum (バナージ・リンクス)[Date]Fri Apr  3 12-19-56 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 國民黨總統提名辦法 最快8日中常會通過[Author]n1lk5g2 (傑先生™)[Date]Sat Apr  4 16-14-19 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 坐下永遠會有贅肉　苗條網友po出真實照片[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri Apr  3 00-51-12 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 外籍婦騎車違規　暴氣襲警遭壓制[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Fri Apr  3 18-07-07 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 109: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 大久保麻梨子台灣福地助轉型 無業8個月險[Author]rocfrank (roc_frank™)[Date]Sat Apr  4 07-58-34 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 122: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 婚變後大方放閃 百億妻摸耳調情吳建豪[Author]Santander (幹死爆乳妹)[Date]Fri Apr  3 11-26-29 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 快珍藏！林志玲極品胸器再現[Author]LEOIEIRI (凛として花一輪)[Date]Fri Apr  3 14-58-01 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 106: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 性慾較強男性 攝護腺容易肥大？[Author]emperor (小翼  ボールは友達)[Date]Sat Apr  4 13-38-06 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 112: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 教宗為12個受刑人和一個小嬰兒洗腳[Author]Pietro (☞金肅πετροσ)[Date]Fri Apr  3 14-05-07 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 108: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 教宗超重 醫生：少吃義大利麵[Author]Pietro (☞金肅πετροσ)[Date]Sat Apr  4 14-46-30 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 105: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 會不會參加總統初選？ 洪秀柱：會！[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Fri Apr  3 20-46-29 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 柯P新政擾民？這家健身房　半年內就被臨[Author]Sargasso (異次元の古戦場)[Date]Sat Apr  4 20-32-03 2015.txt[reson]'cp950' codec can't encode character u'\u6226' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 爆周董一發就中　劉畊宏：滿月酒會請憲哥[Author]v929598 (油加滿)[Date]Fri Apr  3 14-04-38 2015.txt[reson]'cp950' codec can't encode character u'\u754a' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 苗栗縣欠648億　他哭著找毛治國幫忙[Author]sprite888 (高級鬼島人)[Date]Sun Apr  5 02-22-45 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 街頭活春宮　大學生脫褲野戰45分鐘[Author]hatenese (遇到   ，嗯)[Date]Fri Apr  3 10-13-06 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 西斯版主邀他來逛逛　游錫堃霸氣外露回這[Author]mdxfive (哈囉！妳好嗎？衷心感謝)[Date]Sat Apr  4 11-43-59 2015.txt[reson]'cp950' codec can't encode character u'\u5803' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 路遇車禍見死不救，受害者竟是親生母[Author]pandoraz (≧∀≦)[Date]Sat Apr  4 17-16-30 2015.txt[reson]'cp950' codec can't encode character u'\u2200' in position 111: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 這款八家將！販毒、打架樣樣來 神明也唾棄[Author]emperor (小翼  ボールは友達)[Date]Fri Apr  3 11-47-01 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 阿根廷寂寞難耐牧羊人　疑與15cm稻草人[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sat Apr  4 16-23-05 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][新聞] 靠臉書博版面 藝人沒作品也能紅[Author]rocfrank (roc_frank™)[Date]Fri Apr  3 09-12-28 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] Z3終於跳水了！[Author]LEOIEIRI (凛として花一輪)[Date]Fri Apr  3 13-28-13 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] 從國會助理聽來的八卦[Author]lovesun88 (BEN)[Date]Fri Apr  3 22-55-39 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] 段宜康FB[Author]LEOIEIRI (凛として花一輪)[Date]Sat Apr  4 12-14-59 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] 科p模式等於新加坡模式[Author]soniccsie (心機)[Date]Fri Apr  3 20-34-50 2015.txt[reson]time data u'2015/0' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] 聲優伊瀬茉莉也結婚&懷孕了[Author]zz71 (zz71)[Date]Sat Apr  4 07-11-06 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 78: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page601~800)\[Title][爆卦] 邱毅『談天論地話縱橫』[Author]rocfrank (roc_frank™)[Date]Sat Apr  4 20-53-14 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Fw- [新聞] 房貸餘額大減　合庫示警：4大區域小心[Author]tyc1814 (美女會讓男人變笨)[Date]Mon Apr  6 09-48-18 2015.txt[reson]time data u'2015/\u653f\u9ed1 #1KU98USY' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] C語言是不是對使用者最麻煩的程式-[Author]freeunixer (離自相空她相)[Date]Tue Apr  7 01-43-38 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 何時要把軍隊廢掉建新軍-[Author]hrma (資深象迷)[Date]Mon Apr  6 01-09-58 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 台灣最正的檳榔西施在哪一帶-[Author]sopi ()[Date]Mon Apr  6 20-02-28 2015.txt[reson]time data u'2015/\u653f\u9ed1 #1KU98USY' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 大地震會震出什麼東西來 -[Author]sinon2mayday (西野七瀬)[Date]Mon Apr  6 01-57-18 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 118: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 如果傳產-製造業徹底消失會怎樣-[Author]shotholisi ( ☑兩光工程師)[Date]Sun Apr  5 11-41-10 2015.txt[reson]'cp950' codec can't encode character u'\u2611' in position 117: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 接龍、新接龍、連環新接龍哪個最難[Author]belleaya (台中李奧納多皮卡堺雅人)[Date]Mon Apr  6 08-15-46 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 122: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 有沒有愛莉的八卦-[Author]jeanvanjohn (尚市長)[Date]Sun Apr  5 18-53-28 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 有沒有日本妹真的比較正的八卦？[Author]anecam (命どぅ宝)[Date]Sun Apr  5 18-15-08 2015.txt[reson]'cp950' codec can't encode character u'\u5b9d' in position 114: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 有沒有日本妹真的比較正的八卦？[Author]youngwen26 (啞痢羶亣)[Date]Sun Apr  5 15-58-49 2015.txt[reson]'cp950' codec can't encode character u'\u4ea3' in position 118: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 有沒有日本男生真的比較帥的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sun Apr  5 10-13-14 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 126: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 李倩容的家世也很強大嗎[Author]Sayaka0714 (さや姉)[Date]Mon Apr  6 22-36-34 2015.txt[reson]'cp950' codec can't encode character u'\u59c9' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 每篇廢文背後都有一個寂寞的肥宅？[Author]freeunixer (離自相空她相)[Date]Mon Apr  6 21-45-47 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 為何不正視女生不需服義務役的問題[Author]B0988698088 (廢文少女小円♥)[Date]Sun Apr  5 13-22-19 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 122: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 現在的8年級生真的還會分本省外省嗎？[Author]hazel0093 (heart-work.info)[Date]Sun Apr  5 13-37-07 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 現在的8年級生真的還會分本省外省嗎？[Author]WTOH (WTOH)[Date]Sun Apr  5 04-35-56 2015.txt[reson]time data u'2015/04/05' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 綾瀬はるか和新垣結衣誰比較正--[Author]moumoon5566 (moumoon)[Date]Tue Apr  7 01-24-38 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 81: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 翻譯「魔戒」小說英文是「神人」等級嗎？[Author]jeanvanjohn (尚市長)[Date]Mon Apr  6 16-10-48 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 肥宅怎麼搭訕女生要到LINE的八卦-[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Mon Apr  6 11-10-50 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 129: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 色情小說跟言情小說的八卦[Author]freeunixer (離自相空她相)[Date]Tue Apr  7 01-13-22 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 色情小說跟言情小說的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Mon Apr  6 12-50-59 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 123: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 鄉民遇到的慣老闆有哪些特色-[Author]YU0121 (愛玉冰™)[Date]Sun Apr  5 15-47-30 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 開戰鬥機和阿帕契直昇機的飛官哪個屌？[Author]hrma (資深象迷)[Date]Sun Apr  5 18-29-17 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [問卦] 鬍鬚張沒膽來台中開店的八卦？[Author]YU0121 (愛玉冰™)[Date]Mon Apr  6 19-29-57 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 113: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [新聞] PO阿帕契照算機密？軍事評論家：國外展隨[Author]belleaya (台中李奧納多皮卡堺雅人)[Date]Sun Apr  5 10-11-01 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 126: illegal multibyte sequence
[update lost]E:\ptt_all_data\04.PTT(380-1800)\ptt(page801~1000)\[Title]Re- [新聞] PO阿帕契照算機密？軍事評論家：國外展隨[Author]leo87 (我回來了￾ ￼ ￾ ￾N￾ )[Date]Sun Apr  5 10-27-57 2015.txt[reson]'cp950' codec can't encode character u'\ufffe' in position 119: illegal multibyte sequence
